FACULTY             ,SUBJECT DESCRIPTION,SUBJECT CODE,NO,QUESTION,LEVEL,BT LEVEL,BT KEYWORDS
FSC,ENZYMOLOGY I ,UDEE2134,901,"Write a formula to show the steady state assumption. If all other conditions remain identical, explain how an increase in k-1 would affect the Michaelis constant.",MOTS,APPLICATION,"Write, Explain"
FSC,ENZYMOLOGY I ,UDEE2134,906,Suggest a technique that can overcome the problem of non-reusability for industrial enzyme applications. ,HOTS,SYNTHESIS,Suggest
FSC,ENZYMOLOGY I ,UDEE2134,916,Name the enzyme commonly used to detect liver damage or muscle damage in clinical diagnosis.,LOTS,KNOWLEDGE,Name
FSC,ENZYMOLOGY I ,UDEE2134,919,"The tyrosinase-containing solution was dissolved in 50 mM potassium phosphate buffer containing 0.01 mM NaCl, pH 6.5, before applying to a DEAE Sephadex A50 column. Suggest and explain how the mobile phase should be modified to elute the bound tyrosinase. ",HOTS,SYNTHESIS,"Suggest, Explain"
FSC,ENZYMOLOGY I ,UDEE2134,923,Propose and explain a suitable enzyme-substrate interaction model for enzyme X.,HOTS,SYNTHESIS,"Propose, Explain"
FSC,ENZYMOLOGY I ,UDEE2134,924,Describe how accurate mass spectrometry could be applied to determine if a small protein contains a pair of disulfide-bonded cysteine residue or two reduced cysteine residues. Explain how you can confirm your finding. ,MOTS,ANALYSIS,"Describe, Explain"
FSC,ENZYMOLOGY I ,UDEE2134,931,Provide the equations for the Eadie-Hofstee and Hanes-Woolf plot. Explain how these equations could be derived from the Michaelis-Menten equation. ,MOTS,APPLICATION,"Provide, Explain"
FSC,ENZYMOLOGY I ,UDEE2134,932,Explain the main disadvantage of Lineweaver-Burk plot. Suggest an alternative method to Lineweaver-Burk plot. ,HOTS,SYNTHESIS,"Explain, Suggest"
FSC,ENZYMOLOGY I ,UDEE2134,933,Draw and label an Eisenthal-Cornish-Bowden direct plot. Explain how kinetic parameters could be determined from this plot. ,MOTS,APPLICATION,"Draw, Label, Explain"
FSC,ENZYMOLOGY I ,UDEE2134,934,Describe how the hexokinase enzymatic activity could be determined using the coupled assay method. ,MOTS,APPLICATION,Describe
FSC,ENZYMOLOGY I ,UDEE2134,936,A cascade of zymogen activation occurs both with digestive proteases and blood clotting proteases. List THREE advantages of this activation.,LOTS,KNOWLEDGE,List
FSC,ENZYMOLOGY I ,UDEE2134,944,"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Propose an adsorption column chromatography technique which could retain protein X but elute other contaminants at pH 7. State your assumption(s). ",HOTS,SYNTHESIS,"Propose, State"
FSC,ENZYMOLOGY I ,UDEE2134,945,"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Suggest and explain a method to elute protein X from the column. ",HOTS,SYNTHESIS,"Suggest, Explain"
FSC,ENZYMOLOGY I ,UDEE2134,950,Draw and label a titration curve for glutamic acid. Calculate the isoelectric point. ,MOTS,APPLICATION,"Draw, Label, Calculate"
FSC,ENZYMOLOGY I ,UDEE2134,951,Justify whether the enzyme after step 'Size-exclusion chromatography' is pure. Suggest a method to estimate the purity of the enzyme preparation. ,HOTS,EVALUATION,"Justify, Suggest"
FSC,PLANT BIOCHEMISTRY,UDEE3213,968,Distinguish between the ripening behavior of climacteric and non-climacteric fruits in terms of their respiration rates and ethylene production.,MOTS,ANALYSIS,Distinguish
FSC,PLANT BIOCHEMISTRY,UDEE3213,975,"Differentiate between phenylpropanoids and alkaloids in terms of structure, functions and applications. ",MOTS,ANALYSIS,Differentiate
FSC,PLANT BIOCHEMISTRY,UDEE3213,978,Distinguish between the ripening behaviour of climacteric and non-climacteric fruits in terms of carbon dioxide release and ethylene synthesis. ,MOTS,ANALYSIS,Distinguish
FSC,WEED SCIENCE ,UDAA3243,979,Name FIVE vital plant processes that herbicides target. ,LOTS,KNOWLEDGE,Name
FSC,WEED SCIENCE ,UDAA3243,982,State THREE traits that are associated with invasive plants.,LOTS,KNOWLEDGE,State
FSC,WEED SCIENCE ,UDAA3243,986,Differentiate between contact and systemic herbicides. ,MOTS,ANALYSIS,Differentiate
FSC,WEED SCIENCE ,UDAA3243,991,List THREE factors in determining economic thresholds for weeds. ,LOTS,KNOWLEDGE,List
FSC,WEED SCIENCE ,UDAA3243,992,State the goal of integrated weed management and its essence.,LOTS,KNOWLEDGE,State
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,997,"Using a farm animal species of your choice, sketch a graph and describe the scenario that demonstrate a strong genotype by environmental interaction that could influence breeding objectives. ",MOTS,APPLICATION,"Sketch, Describe"
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,998,List FOUR conditions required in order for an animal population to remain at Hardy-Weinberg equilibrium.,LOTS,KNOWLEDGE,List
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,999,Determine the possible number of unique zygotes that could be produced upon successful mating. ,MOTS,APPLICATION,Determine
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1000,Justify whether the dam and sire are inbred or outbred. ,HOTS,EVALUATION,Justify
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1004,Suggest and describe an assisted reproductive technique that the farm should use for rapid and cost effective production. ,HOTS,SYNTHESIS,"Suggest, Describe"
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1005,Determine which Angus bull is the heaviest. Justify your answer.,HOTS,EVALUATION,"Determine, Justify"
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1006,Determine which Angus bull would produce the heaviest offspring (on average). Justify your answer. ,HOTS,EVALUATION,"Determine, Justify"
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1007,Suggest TWO possible poultry breeds that Kaseem are breeding for Malaysia broiler industry. ,HOTS,SYNTHESIS,Suggest
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1008,"In your opinion, which parental group selected will give a higher gain in Kaseem's breeding programme. Show the calculation and justify your answer. ",HOTS,EVALUATION,"Show, Justify"
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1009,State the number of autosome and sex-chromosome for a rooster and a hen.,LOTS,KNOWLEDGE,State
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1011,“Domestication of animals does not influence human behavior and lifestyle.” State whether you agree or disagree with the statement. Justify your answer. ,HOTS,EVALUATION,"State, Justify"
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1013,Differentiate between trait and phenotype. ,MOTS,ANALYSIS,Differentiate
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1015,"The Friesian cow, a dairy breed, is a product of selective breeding. Predict the problems that may occur during the selection of Friesian Cows. ",MOTS,APPLICATION,Predict
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1018,Differentiate between crossbreeding and linebreeding. ,MOTS,ANALYSIS,Differentiate
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1021,State THREE advantages of pregnancy diagnosis in animal breeding. ,LOTS,KNOWLEDGE,State
FSC,FARM ANIMAL BREEDING AND REPRODUCTION TECHNOLOGY ,UDAA3184,1022,Cyrus claimed that placentomes could be observed using a transabdominal probe to scan both pregnant sow and doe on day-20 of gestation. Justify whether his claim is true or false. ,HOTS,EVALUATION,Justify
FSC,SOIL SCIENCE ,UDAA2134,1028,Justify why soil taxonomy is considered as a hierarchical classification system. ,HOTS,EVALUATION,Justify
FSC,SOIL SCIENCE ,UDAA2134,1029,State the SIX categories in soil taxonomy. ,LOTS,KNOWLEDGE,State
FSC,SOIL SCIENCE ,UDAA2134,1031,Define soil pH. ,LOTS,KNOWLEDGE,Define
FSC,SOIL SCIENCE ,UDAA2134,1032,"Distinguish among acidic, saline and sodic soils. ",MOTS,ANALYSIS,Distinguish
FSC,SOIL SCIENCE ,UDAA2134,1033,Differentiate between humic and non-humic substances. ,MOTS,ANALYSIS,Differentiate
FSC,SOIL SCIENCE ,UDAA2134,1034,Soil algae and protozoa are usually restricted at the uppermost soil layers and smaller than their aquatic counterparts. Justify. ,HOTS,EVALUATION,Justify
FSC,SOIL SCIENCE ,UDAA2134,1038,Define luxury consumption of plant nutrients. ,LOTS,KNOWLEDGE,Define
FSC,SOIL SCIENCE ,UDAA2134,1042,"Propose a fertilizer placement method of nitrogen, phosphorus and potassium for a successful fertilization of a large mango tree. Justify your answer. ",HOTS,SYNTHESIS,"Propose, Justify"
FSC,SOIL SCIENCE ,UDAA2134,1043,List THREE factors that influence the type of irrigation used in agriculture. ,LOTS,KNOWLEDGE,List
FSC,SOIL SCIENCE ,UDAA2134,1044,Evaluate the benefits and drawbacks of artificial drainage. ,HOTS,EVALUATION,Evaluate
FSC,SOIL SCIENCE ,UDAA2134,1045,"By assuming other factors (pH, water content and etc.) are being equal in clay loam and sandy loam, state which soil would be expected to have higher organic matter content. Justify your answer. ",HOTS,EVALUATION,"State, Justify"
FSC,SOIL SCIENCE ,UDAA2134,1047,Predict the effect on bulk density when a large quantity of organic matter is added into the soil. Justify your answer. ,HOTS,EVALUATION,"Predict, Justify"
FSC,SOIL SCIENCE ,UDAA2134,1048,Fertilizer that is extremely high in phosphorus content is essential for flowering. Justify. ,HOTS,EVALUATION,Justify
FSC,SOIL SCIENCE ,UDAA2134,1057,Describe how soil surface roughness affects both water and wind erosion. Suggest ways to increase roughness to reduce erosion. ,HOTS,SYNTHESIS,"Describe, Suggest "
FSC,SOIL SCIENCE ,UDAA2134,1058,Define soil bioremediation. ,LOTS,KNOWLEDGE,Define
FSC,SOIL SCIENCE ,UDAA2134,1063,Distinguish between products from physical and chemical weathering. ,MOTS,ANALYSIS,Distinguish
FSC,SOIL SCIENCE ,UDAA2134,1070,Soil organic matter content will differ depending on environmental conditions. Justify with TWO examples. ,HOTS,EVALUATION,Justify
FSC,SOIL SCIENCE ,UDAA2134,1074,"State TWO examples for inorganic and organic contaminants, respectively. ",LOTS,KNOWLEDGE,State
FSC,SOIL SCIENCE ,UDAA2134,1076,State the advantages of no tillage. ,LOTS,KNOWLEDGE,State
FSC,SOIL SCIENCE ,UDAA2134,1078,Distinguish between rill and gully erosion. ,MOTS,ANALYSIS,Distinguish
FSC,SOIL SCIENCE ,UDAA2134,1079,Differentiate between soil fertility and soil productivity. ,MOTS,ANALYSIS,Differentiate
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1083,Comment on the importance of comparative genomics research. ,HOTS,EVALUATION,Comment
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1086,"Name the amino acid residues with the single letter code ""EQRNHL"". ",LOTS,KNOWLEDGE,Name
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1087,Comment on the introduction of seven “_” in the alignment. ,HOTS,EVALUATION,Comment
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1091,"In a table form, differentiate between RefSeq and GenBank DNA sequences. ",MOTS,ANALYSIS,Differentiate
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1096,Name the amino acids for the following single letter codes: DMVREL. ,LOTS,KNOWLEDGE,Name
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1098,Indicate whether S2 or S3 is useful for genetic linkage analysis. Justify your answer. ,HOTS,EVALUATION,Justify
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1100,Primary structure of a protein plays a significant role in determining the native structure or the protein fold. Comment on the statement. ,HOTS,EVALUATION,Comment
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1105,"""Microsatellite tandem repeats are abundant in human promoters and are associated with regulatory activity (Sawaya et al., 2013).” Discuss the statement and support your views with examples. ",HOTS,EVALUATION,"Discuss, Support"
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1106,"John Watson passed away and left behind a legal child, Mary Watson, as well as two girlfriends, Susan and Petty, who were in their 8 week of gestation. Susan claimed that she bore an illegitimate child of John Watson. Propose and design the most suitable paternity experiment to prove Susan's claim. You may outline your experiment using schematic diagram(s). ",HOTS,SYNTHESIS,"Propose, Design"
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1107,Name the following conserved amino acids for their corresponding single letter codes: SQYKRECP. ,LOTS,KNOWLEDGE,Name
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1108,State what does the symbol “+” represents. ,LOTS,KNOWLEDGE,State
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1109,Melting temperature (Tm) is an important criteria to consider when designing primers for PCR amplification. Comment. ,HOTS,EVALUATION,Comment
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1112,"Construct a DNA based cladogram using neighbour-joining approach, and suggest the relationship of S, M, and D species. ",HOTS,SYNTHESIS,"Construct, Suggest"
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1114,List THREE applications of degenerate PCR amplification.,LOTS,KNOWLEDGE,List
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1115,"Microbiota-based models may be an alternative method to facilitate the use of data on the gut microbiota in certain diseases. For example, NextSeq 550 and NextSeq 550DX platforms have been used to detect gut microbiota in non communicable diseases. Compare and contrast both platforms with regards to their regulatory status, key applications and array scanning.",MOTS,ANALYSIS,"Compare, Contrast "
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1117,"Identify the genetic elements in the DNA sequences of Homo sapiens, Homo luzonensis and Homo erectus. Justify your answer. ",HOTS,EVALUATION,"Identify, Justify"
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1118,State the main missions of National Center for Biotechnology Information (NCBI). ,LOTS,KNOWLEDGE,State
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1119,Proline and glycine are prevalent in beta-turns of protein structures. Comment on the statement. ,HOTS,EVALUATION,Comment
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1120,"Bernard has successfully determined the sequence of Protein X which consists of 110 amino acid residues. He is interested to predict the protein struc using the available homology modelling software. Based on your knowledge of the mechanism of protein folding, comment on the reliability and accuracy of the prediction. ",HOTS,EVALUATION,Comment
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1121,Write an essay on the importance of comparative genomics. ,HOTS,SYNTHESIS,Write
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1122,Name the following conserved amino acids with their corresponding single letter codes: WMEADK.,LOTS,KNOWLEDGE,Name
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1123,"Comment on the values that were generated for “Identities” and “Positives"". ",HOTS,EVALUATION,Comment
FSC,GENOMICS AND BIOINFORMATICS ,UDBB3214,1124,"Define the designation “Frame = -3"".",LOTS,KNOWLEDGE,Define
FSC,ENVIRONMENTAL MICROBIOLOGY ,UDBM3224,1129,State the problems that could arise from environmental overload of fixed nitrogen due to generous usage of nitrogen fertilizer and suggest a possible solution for this situation. ,HOTS,SYNTHESIS,"State, Suggest"
FSC,ENVIRONMENTAL MICROBIOLOGY ,UDBM3224,1132,Name the THREE types of land application of wastewater. ,LOTS,KNOWLEDGE,Name
FSC,ENVIRONMENTAL MICROBIOLOGY ,UDBM3224,1135,"You are on a mission to study the microbial diversity in a hyperarid desert. Design experimental steps in collecting, storing, and analyzing the samples. Justify the choices in each step and predict the types of microbes that could be found. ",HOTS,EVALUATION,"Design, Justify, Predict "
FSC,ENVIRONMENTAL MICROBIOLOGY ,UDBM3224,1137,Compare and contrast microbial and chemical risk assessment. ,MOTS,ANALYSIS,"Compare,  Contrast"
FSC,ENVIRONMENTAL MICROBIOLOGY ,UDBM3224,1140,State the purposes of risk assessment. ,LOTS,KNOWLEDGE,State
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1143,A solid cube with dimensions of 10.0 nm was dispersed into water to become colloidal particles with dimensions of 1.0 nm. Calculate the changes of surface area to volume (surface / volume). ,MOTS,APPLICATION,Calculate
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1145,State TWO phenomena that affect the stabilization of colloidal nanoparticles in aqueous medium. ,LOTS,KNOWLEDGE,State
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1147,Differentiate between electroosmosis and electrophoretic mobility of solutes in capillary electroosmosis. ,MOTS,ANALYSIS,Differentiate
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1153,Sketch the Type I isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm. ,MOTS,APPLICATION,"Sketch, Provide"
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1160,"Calculate the surface tension of a wetting liquid, C (1.23 gml-l ) which rises 1.50 m in a vertical capillary tube with the internal radius of 0.15 mm. ",MOTS,APPLICATION,Calculate
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1161,A blue solid cube with dimensions of 10.0 x 10-9 m was dispersed into water to become colloidal particles with dimensions of 1.0 x 10-9 m. Calculate the changes of surface area to volume (surface / volume). ,MOTS,APPLICATION,Calculate
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1162,Explain and differentiate between TWO types of aggregations when colloidal particles are unstable.,MOTS,ANALYSIS,"Explain, Differentiate"
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1163,List another TWO isotherms besides Langmiur isoterm. ,LOTS,KNOWLEDGE,List
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1167,List THREE types of Atomic Force Mircroscopes (AFM).,LOTS,KNOWLEDGE,List
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1168,Differentiate between Gibbs adsorption equation and dynamic surface tension in the study of adsorption at interfaces. ,MOTS,ANALYSIS,Differentiate
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1169,Sketch the Type Il isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm. ,MOTS,APPLICATION,"Sketch, Provide"
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1174,Explain and differentiate between TWO types of aggregations when colloidal particles are unstable. ,MOTS,ANALYSIS,"Explain, Differentiate"
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1177,State TWO phenomena that affect the stabilization of colloidal nanoparticles in aqueous medium. ,LOTS,KNOWLEDGE,State
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1180,Sketch the Type III isotherm and provide a brief description of its nature and the processes that give rise to the isotherm. ,MOTS,APPLICATION,"Sketch, Provide"
FSC,COLLOID AND SURFACE CHEMISTRY ,UDEC2214,1184,List the information that can be obtained from X-Ray Photoelectron Spectroscopy (XPS). ,LOTS,KNOWLEDGE,List
FSC,BIOMOLECULES,UDBM1214,1189,Justify whether tRNA or mRNA would be more extensively hydrogen bonded. ,HOTS,EVALUATION,Justify
FSC,BIOMOLECULES,UDBM1214,1197,Briefly describe the formation of disulfide bond. Suggest ONE role of disulfide bond. ,HOTS,SYNTHESIS,"Describe, Suggest"
FSC,BIOMOLECULES,UDBM1214,1199,Compare and contrast continuous and discontinuous replications. ,MOTS,ANALYSIS,"Compare, Contrast"
